RECORD_ID,ANALYSIS_DATE_TIME,SECURITY_NAME,SYMBOL,ITEM_INTERVAL,DIRECTION,STATUS,PL_RISK,BARS_TO_EXIT,STOP_LOSS_EXIT,CURRENT_DATE_TIME,CURRENT_PRICE,COST,PL,RISK,FILL_DATE_TIME,FILL_PRICE,TRADE_SPAN_BARS,EXIT_DATE_TIME,EXIT_PRICE,PATTERN_TYPE,DEGREE,RATING,MAX_PL_RISK,MIN_PL_RISK,HIDDEN_WAVES,SWING_POINTS_DISPLAY,SWING_POINTS_PATTERN,SWING_POINTS_RANGE,POWERPACK,MIN_RATING,PATTERN_FILTER,EXPECTED_TARGET_ACCURACY,EXPECTED_RANDOM_TARGET_ACCURACY,EXPECTED_BULLSEYE_ACCURACY,EXPECTED_RANDOM_BULLSEYE_ACCURACY,W1_START_POS,W1_START_DATE_TIME,W1_START_PRICE,W1_LENGTH_BARS,W1_SUB_PATTERN,W1_SWING_POINTS,W2_START_DATE_TIME,W2_START_PRICE,W2_START_PRICE_HIT,W2_LENGTH_BARS,W2_SUB_PATTERN,W2_SWING_POINTS,W2_FAILURE,W2_END_PRICE,W2_EXTREME_PRICE,W2_EXTREME_PRICE_HIT,W2_W1_PRICE,W2_W1_TIME,W3_START_DATE_TIME,W3_START_PRICE,W3_START_PRICE_HIT,W3_PRICE_AT_ANALYSIS,W3_LENGTH_BARS_AT_ANALYSIS,W3_LABEL,W3_SUB_PATTERN,W3_SWING_POINTS,W3_W1_PRICE_AT_ANALYSIS,W3_W2_PRICE_AT_ANALYSIS,BARS_TO_TARGET_START,BARS_TO_BULLSEYE_START,BULLSEYE_START_HIT,BARS_TO_BULLSEYE_END,BARS_TO_TARGET_END,TARGET_AREA_NEAR_PRICE,TARGET_AREA_NEAR_RATIO,TARGET_AREA_NEAR_HIT,BULLSEYE_AREA_NEAR,BULLSEYE_AREA_NEAR_RATIO,BULLSEYE_AREA_NEAR_HIT,BULLSEYE_MID_PRICE,BULLSEYE_MID_RATIO,BULLSEYE_MID_HIT,BULLSEYE_MID_AVE_PRICE,BULLSEYE_MID_AVE_RATIO,BULLSEYE_MID_AVE_HIT,BULLSEYE_AREA_FAR_PRICE,BULLSEYE_AREA_FAR_RATIO,BULLSEYE_AREA_FAR_HIT,TARGET_AREA_FAR,TARGET_AREA_FAR_RATIO,TARGET_AREA_FAR_HIT,FIRST_LOAD_DATE_TIME,FIRST_LOAD_DATE_AT_ANALYSIS,BARS_LOADED,BARS_DISPLAYED,SCAN_PATTERN,SCAN_WAVE_NUMBER,SCANNER_LARGE_FILTER,SCANNER_MIN_RATING,SCANNER_HIDDEN_WAVES,SCANNER_MIN_BARS,SCANNER_MAX_GAP,SCANNER_DIRECTION,SCANNER_EXCLUDE_IN_PRICE_TARGET,SCANNER_EXCLUDE_IN_TIME_TARGET,SCANNER_BULLSEYE_ONLY,PERF_FILTER_MIN_RATING_LARGEST_DEGREE,PERF_FILTER_STOP_LOSS_POSITION,PERF_FILTER_MIN_W2_W1_PRICE,PERF_FILTER_MAX_W2_W1_PRICE,PERF_FILTER_MIN_W2_W1_TIME,PERF_FILTER_MAX_W2_W1,PERF_FILTER_MIN_BARS_BEFORE_TARGET,PL_RISK_PER_BAR,CREATED_WITH_AUTO_TRADER,CREATED_IN_SIMPLE_MODE,SCREEN_SHOT_PATH_INITIAL,SCREEN_SHOT_PATH_CURRENT,SCREEN_SHOT_FINAL,DATETIME_RECORD_CREATED,BULLSEYE_END_DATE,MAE,MFE,PURE_DUPE_ID,IS_ACTIVE,DEACTIVE_DATETIME,MANUAL_INACTIVE,W1W2_ONLY_DUPE,CHAINED_1_LOWER_DEGREE_ID,CHAINED_1_HIGHER_DEGREE_ID,TARGET_DATETIME,IS_ACTIVE_OVER_W3PIVOT,DEGREE_NUMBER,HIT_TARGET,HIT_W1START_STOP,HIT_TIMESTOP,CQG,SOURCE,FINAL_PRICE,NET_PL,ACTIVE_DATETIME,PATTERN,CAT,INTERVAL_MIN,CREATED_DATE_TIME,USD_NET_PL,FINAL_NET_PL,TARGET_END_DATE,HIT_TARGET_DATETIME,HIT_W1START_STOP_DATETIME,CURRENT_PRICE_DATETIME,PTR_RECORD_ID,UPDATE_PRICE,DF_DATA_AVAILABLE,timeframe,DIVIDER,VBT_HIT_TARGET,VBT_HIT_TARGET_DATETIME,W1_START_FROM_PREVIOUS_TARGET,W1_START_FROM_PREVIOUS_TARGET_PTR,DEGREE_DIFF_TO_PTR
2224274,2024-06-11 20:31:00-04:00,@NQ#_1,@NQ#_1,Minutes,Short,Pending,,243,,2024-06-11 20:31:00-04:00,19258.75,0,,3.63,,,,,,Zigzag,4 - Minute,206.42,,,1,20,15,Jul-90,General (Forex/Futures),90,ZigZag (ZZ),58.6,47.5,33.2,16.6,77,2024-06-11 15:07:00-04:00,19269.75,106,Impulse,7,2024-06-11 16:53:00-04:00,19238,,187,Zigzag,7,0,19267.5,19267.5,,93,176,2024-06-11 20:01:00-04:00,19267.5,,19258.75,30,C,,1,27.6,29.7,-2,75,,243,974,19243.6,4.17,,19239.01,5.44,,19219.82,10.72,,19229.395,8.09,,19219.78,10.74,,19162.09,26.63,,2024-06-11 12:51:00-04:00,2024-06-11 12:51:00-04:00,400,400,Impulse or Zigzag,3,ZigZag,90,1,15,15,Long and Short,0,0,1,,,,,,,,,1,0,..\Charts\_NQ#_1 240612 00.31.11 206.4A2.bmp,..\Charts\_NQ#_1 240612 00.31.11 206.4A2.bmp,,2024-06-11 20:31:00-04:00,2024-06-12 00:34:00-04:00,,,0,,,,,,,,,4,,,,NQ,A1,,,,,IND,1,2024-06-11 20:31:00-04:00,,,2024-06-12 12:45:00-04:00,,,,,,,1m,|,0,,1,2218420,-1
2224740,2024-06-11 20:57:00-04:00,@ES#_1,@ES#_1,Minutes,Long,Pending,,174,,2024-06-11 20:57:00-04:00,5385.75,0,,1.485,,,,,,Impulse,3 - Minuette,105.61,,,1,26,9,Jul-90,General (Forex/Futures),90,ZigZag (ZZ),0,0,0,0,163,2024-06-11 16:54:00-04:00,5381.25,62,,3,2024-06-11 17:56:00-04:00,5386.75,,153,Flat,5,1,5385.5,5384.5,,23,247,2024-06-11 20:34:00-04:00,5385.5,,5385.75,22,3,,1,4.5,20,18,48,,174,414,5388.03,1.54,,5389.64,2.62,,5393.43,5.17,,5391.575,3.92,,5393.51,5.23,,5397.8,8.11,,2024-06-11 14:10:00-04:00,2024-06-11 14:10:00-04:00,400,400,Impulse or Zigzag,3,ZigZag,90,1,15,15,Long and Short,0,0,1,,,,,,,,,1,0,..\Charts\_ES#_1 240612 00.57.06 108.8A2.bmp,..\Charts\_ES#_1 240612 00.57.06 108.8A2.bmp,,2024-06-11 20:57:00-04:00,2024-06-11 23:51:00-04:00,,,0,,,,,,,,,3,,,,ES,A1,,,,,IND,1,2024-06-11 20:57:00-04:00,,,2024-06-12 03:51:00-04:00,,,,,,,1m,|,1,2024-06-11 22:00:00-04:00,0,0,
2225278,2024-06-11 21:27:00-04:00,@ES#_1,@ES#_1,Minutes,Long,Pending,,169,,2024-06-11 21:27:00-04:00,5386.5,0,,1.7325,,,,,,Zigzag,4 - Minute,104.5,,,1,7,5,Jul-90,General (Forex/Futures),90,ZigZag (ZZ),61.7,43.8,39.5,15,133,2024-06-11 16:54:00-04:00,5381.25,62,,1,2024-06-11 17:56:00-04:00,5386.75,,174,Flat,3,1,5385.5,5384.5,,23,281,2024-06-11 20:56:00-04:00,5385.5,,5386.5,31,C,,1,18.2,80,-3,46,,169,550,5386.76,0.15,,5387.71,0.7,,5386.76,0.15,,5389.185,1.55,,5390.66,2.4,,5391.91,3.12,,2024-06-11 14:40:00-04:00,2024-06-11 16:33:00-04:00,400,400,Impulse or Zigzag,3,ZigZag,90,1,15,15,Long and Short,0,0,1,,,,,,,,,1,0,..\Charts\_ES#_1 240612 01.27.06 104.5A2.bmp,..\Charts\_ES#_1 240612 01.27.06 104.5A2.bmp,,2024-06-11 21:27:00-04:00,2024-06-12 00:16:00-04:00,,,0,,,,,,,,,4,,,,ES,A1,,,,,IND,1,2024-06-11 21:27:00-04:00,,,2024-06-12 06:37:00-04:00,,,,,,,1m,|,1,2024-06-11 21:49:00-04:00,0,0,
2226920,2024-06-11 23:13:00-04:00,@RTY#_1,@RTY#_1,Minutes,Short,Pending,,19,,2024-06-11 23:13:00-04:00,2026.2,0,,1.353,,,,,,Zigzag,2 - Subminuette,98.61,,,1,31,17,Jul-90,General (Forex/Futures),90,ZigZag (ZZ),67.1,42,39.4,13.7,361,2024-06-11 22:34:00-04:00,2030.3,26,Impulse,9,2024-06-11 23:00:00-04:00,2027.7,,5,Flat,3,1,2028.1,2028.3,,15,19,2024-06-11 23:05:00-04:00,2028.1,,2026.2,8,C,,5,73.1,475,-1,4,,19,40,2026.8,0.44,,2027.3,0.81,,2026.8,0.44,,2027.3,0.81,,2027.3,0.81,,2028.1,1.4,,2024-06-11 15:01:00-04:00,2024-06-11 21:58:00-04:00,400,400,Impulse or Zigzag,3,ZigZag,90,1,15,15,Long and Short,0,0,1,,,,,,,,,1,0,..\Charts\_RTY#_1 240612 03.13.09 098.6A2.bmp,..\Charts\_RTY#_1 240612 03.13.09 098.6A2.bmp,,2024-06-11 23:13:00-04:00,2024-06-11 23:32:00-04:00,,,0,,,,,,,,,2,,,,RTY,A2,,,,,IND,1,2024-06-11 23:13:00-04:00,,,2024-06-11 23:53:00-04:00,,,,,,,1m,|,1,2024-06-11 23:13:00-04:00,0,0,
2226938,2024-06-11 23:17:00-04:00,@ES#_1,@ES#_1,Minutes,Short,Pending,,47,,2024-06-11 23:17:00-04:00,5385.5,0,,2.145,,,,,,Zigzag,2 - Subminuette,168.08,,,1,26,9,Jul-90,General (Forex/Futures),90,ZigZag (ZZ),58.6,47.5,33.2,16.6,352,2024-06-11 22:29:00-04:00,5392,35,,1,2024-06-11 23:04:00-04:00,5385.5,,12,Triple 3,7,0,5387.25,5387.25,,27,34,2024-06-11 23:16:00-04:00,5387.25,,5385.5,1,C,,1,26.9,100,9,20,,47,115,5385.49,0,,5384.29,0.56,,5383.68,0.85,,5382.215,1.53,,5380.14,2.5,,5378.29,3.36,,2024-06-11 16:32:00-04:00,2024-06-11 16:33:00-04:00,400,400,Impulse or Zigzag,3,ZigZag,90,1,15,15,Long and Short,0,0,1,,,,,,,,,1,0,..\Charts\_ES#_1 240612 03.17.10 168.1A2.bmp,..\Charts\_ES#_1 240612 03.17.10 168.1A2.bmp,,2024-06-11 23:17:00-04:00,2024-06-12 00:04:00-04:00,,,0,,,,,,,,,2,,,,ES,A1,,,,,IND,1,2024-06-11 23:17:00-04:00,,,2024-06-12 01:12:00-04:00,,,,,,,1m,|,0,,1,2224740,-1
2227182,2024-06-11 23:29:00-04:00,@ES#_1,@ES#_1,Minutes,Short,Pending,,53,,2024-06-11 23:29:00-04:00,5386,0,,1.98,,,,,,Zigzag,2 - Subminuette,158.6,,,1,27,12,Jul-90,General (Forex/Futures),90,ZigZag (ZZ),58.6,47.5,33.2,16.6,340,2024-06-11 22:29:00-04:00,5392,35,,1,2024-06-11 23:04:00-04:00,5385.5,,20,Triple 3,9,0,5387.5,5387.5,,31,57,2024-06-11 23:24:00-04:00,5387.5,,5386,5,C,,2,23.1,75,5,19,,53,188,5385.74,0.13,,5384.38,0.82,,5382.65,1.69,,5382.195,1.92,,5380.01,3.03,,5377.26,4.41,,2024-06-11 16:44:00-04:00,2024-06-11 16:44:00-04:00,400,400,Impulse or Zigzag,3,ZigZag,90,1,15,15,Long and Short,0,0,1,,,,,,,,,1,0,..\Charts\_ES#_1 240612 03.29.09 158.6A2.bmp,..\Charts\_ES#_1 240612 03.29.09 158.6A2.bmp,,2024-06-11 23:29:00-04:00,2024-06-12 00:22:00-04:00,,,0,,,,,,,,,2,,,,ES,A1,,,,,IND,1,2024-06-11 23:29:00-04:00,,,2024-06-12 02:37:00-04:00,,,,,,,1m,|,0,,1,2224740,-1
2227189,2024-06-11 23:30:00-04:00,@ES#_1,@ES#_1,Minutes,Short,Pending,,52,,2024-06-11 23:30:00-04:00,5386.75,0,,1.7325,,,,,,Zigzag,3 - Minuette,157.81,,,1,27,12,Jul-90,General (Forex/Futures),90,ZigZag (ZZ),58.6,47.5,33.2,16.6,339,2024-06-11 22:29:00-04:00,5392,35,,1,2024-06-11 23:04:00-04:00,5385.5,,20,Triple 3,9,0,5387.5,5387.5,,31,57,2024-06-11 23:24:00-04:00,5387.5,,5386.75,6,C,,2,11.5,37.5,4,18,,52,187,5385.74,0.58,,5384.38,1.37,,5382.65,2.37,,5382.195,2.63,,5380.01,3.89,,5377.26,5.48,,2024-06-11 16:45:00-04:00,2024-06-11 16:45:00-04:00,400,400,Impulse or Zigzag,3,ZigZag,90,1,15,15,Long and Short,0,0,1,,,,,,,,,1,0,..\Charts\_ES#_1 240612 03.30.10 157.8A2.bmp,..\Charts\_ES#_1 240612 03.30.10 157.8A2.bmp,,2024-06-11 23:30:00-04:00,2024-06-12 00:22:00-04:00,,,0,,,,,,,,,3,,,,ES,A1,,,,,IND,1,2024-06-11 23:30:00-04:00,,,2024-06-12 02:37:00-04:00,,,,,,,1m,|,0,,1,2224740,0
2227367,2024-06-11 23:42:00-04:00,@ES#_1,@ES#_1,Minutes,Short,Pending,,72,,2024-06-11 23:42:00-04:00,5386,0,,1.98,,,,,,Zigzag,3 - Minuette,164.38,,,1,17,9,Jul-90,General (Forex/Futures),90,ZigZag (ZZ),58.6,47.5,33.2,16.6,327,2024-06-11 22:29:00-04:00,5392,41,,1,2024-06-11 23:10:00-04:00,5385,,29,Flat,7,0,5387.5,5387.5,,36,71,2024-06-11 23:39:00-04:00,5387.5,,5386,3,C,,1,21.4,60,8,26,,72,277,5385.47,0.27,,5383.91,1.06,,5380.09,2.98,,5381.415,2.32,,5378.92,3.58,,5374.7,5.71,,2024-06-11 16:57:00-04:00,2024-06-11 16:57:00-04:00,400,400,Impulse or Zigzag,3,ZigZag,90,1,15,15,Long and Short,0,0,1,,,,,,,,,1,0,..\Charts\_ES#_1 240612 03.42.10 164.4A2.bmp,..\Charts\_ES#_1 240612 03.42.10 164.4A2.bmp,,2024-06-11 23:42:00-04:00,2024-06-12 00:54:00-04:00,,,0,,,,,,,,,3,,,,ES,A1,,,,,IND,1,2024-06-11 23:42:00-04:00,,,2024-06-12 04:19:00-04:00,,,,,,,1m,|,0,,1,2224740,0
2227375,2024-06-11 23:43:00-04:00,@RTY#_1,@RTY#_1,Minutes,Long,Pending,,19,,2024-06-11 23:43:00-04:00,2027.9,0,,0.759,,,,,,Zigzag,2 - Subminuette,112.67,,,1,12,5,Jul-90,General (Forex/Futures),90,ZigZag (ZZ),58.6,47.5,33.2,16.6,374,2024-06-11 23:17:00-04:00,2025.6,22,,3,2024-06-11 23:39:00-04:00,2028.2,,3,,1,0,2027.3,2027.3,,35,14,2024-06-11 23:42:00-04:00,2027.3,,2027.9,1,C,,1,23.1,66.7,5,9,,19,28,2028,0.13,,2028.5,0.79,,2030,2.77,,2029.6,2.24,,2030.7,3.69,,2031.9,5.27,,2024-06-11 15:31:00-04:00,2024-06-11 21:58:00-04:00,400,400,Impulse or Zigzag,3,ZigZag,90,1,15,15,Long and Short,0,0,1,,,,,,,,,1,0,..\Charts\_RTY#_1 240612 03.43.09 112.7A2.bmp,..\Charts\_RTY#_1 240612 03.43.09 112.7A2.bmp,,2024-06-11 23:43:00-04:00,2024-06-12 00:02:00-04:00,,,0,,,,,,,,,2,,,,RTY,A2,,,,,IND,1,2024-06-11 23:43:00-04:00,,,2024-06-12 00:11:00-04:00,,,,,,,1m,|,0,,1,2226920,0
2227478,2024-06-11 23:49:00-04:00,@ES#_1,@ES#_1,Minutes,Short,Pending,,82,,2024-06-11 23:49:00-04:00,5386.25,0,,1.8975,,,,,,Zigzag,3 - Minuette,156.66,,,1,19,11,Jul-90,General (Forex/Futures),90,ZigZag (ZZ),58.6,47.5,33.2,16.6,320,2024-06-11 22:29:00-04:00,5392,41,,1,2024-06-11 23:10:00-04:00,5385,,37,Double 3,9,0,5387.5,5387.5,,36,90,2024-06-11 23:47:00-04:00,5387.5,,5386.25,2,C,,1,17.9,50,9,29,,82,355,5385.47,0.41,,5383.91,1.23,,5380.09,3.25,,5381.415,2.55,,5378.92,3.86,,5374.7,6.09,,2024-06-11 17:04:00-04:00,2024-06-11 17:04:00-04:00,400,400,Impulse or Zigzag,3,ZigZag,90,1,15,15,Long and Short,0,0,1,,,,,,,,,1,0,..\Charts\_ES#_1 240612 03.49.10 156.7A2.bmp,..\Charts\_ES#_1 240612 03.49.10 156.7A2.bmp,,2024-06-11 23:49:00-04:00,2024-06-12 01:11:00-04:00,,,0,,,,,,,,,3,,,,ES,A1,,,,,IND,1,2024-06-11 23:49:00-04:00,,,2024-06-12 05:44:00-04:00,,,,,,,1m,|,0,,1,2224740,0
2227662,2024-06-12 00:03:00-04:00,@RTY#_1,@RTY#_1,Minutes,Long,Pending,,42,,2024-06-12 00:03:00-04:00,2026.3,0,,0.231,,,,,,Zigzag,2 - Subminuette,122.43,,,1,20,9,Jul-90,General (Forex/Futures),90,ZigZag (ZZ),58.6,47.5,33.2,16.6,354,2024-06-11 23:17:00-04:00,2025.6,22,,3,2024-06-11 23:39:00-04:00,2028.2,,17,Triple Zigzag,5,0,2026.1,2026.1,,81,77,2024-06-11 23:56:00-04:00,2026.1,,2026.3,7,C,,1,7.7,9.5,-1,11,,42,161,2027.8,6.49,,2029.8,15.15,,2029.8,15.15,,2030.8,19.48,,2031.8,23.81,,2036.4,43.72,,2024-06-11 15:51:00-04:00,2024-06-11 21:58:00-04:00,400,400,Impulse or Zigzag,3,ZigZag,90,1,15,15,Long and Short,0,0,1,,,,,,,,,1,0,..\Charts\_RTY#_1 240612 04.03.12 122.4A2.bmp,..\Charts\_RTY#_1 240612 04.03.12 122.4A2.bmp,,2024-06-12 00:03:00-04:00,2024-06-12 00:45:00-04:00,,,0,,,,,,,,,2,,,,RTY,A2,,,,,IND,1,2024-06-12 00:03:00-04:00,,,2024-06-12 02:44:00-04:00,,,,,,,1m,|,0,,1,2226920,0
2227705,2024-06-12 00:04:00-04:00,@ES#_1,@ES#_1,Minutes,Short,Pending,,92,,2024-06-12 00:04:00-04:00,5386.5,0,,1.815,,,,,,Zigzag,3 - Minuette,178.65,,,1,29,17,Jul-90,General (Forex/Futures),90,ZigZag (ZZ),58.6,47.5,33.2,16.6,305,2024-06-11 22:29:00-04:00,5392,39,,1,2024-06-11 23:08:00-04:00,5385,,54,Double 3,15,0,5387.75,5387.75,,39,138,2024-06-12 00:02:00-04:00,5387.75,,5386.5,2,C,,1,17.9,45.5,9,33,,92,367,5385.52,0.54,,5384.43,1.14,,5379.06,4.1,,5381.74,2.62,,5379.05,4.1,,5373.67,7.07,,2024-06-11 17:19:00-04:00,2024-06-11 17:19:00-04:00,400,400,Impulse or Zigzag,3,ZigZag,90,1,15,15,Long and Short,0,0,1,,,,,,,,,1,0,..\Charts\_ES#_1 240612 04.04.11 178.6A2.bmp,..\Charts\_ES#_1 240612 04.04.11 178.6A2.bmp,,2024-06-12 00:04:00-04:00,2024-06-12 01:36:00-04:00,,,0,,,,,,,,,3,,,,ES,A1,,,,,IND,1,2024-06-12 00:04:00-04:00,,,2024-06-12 06:11:00-04:00,,,,,,,1m,|,0,,1,2224740,0
2228005,2024-06-12 00:18:00-04:00,@ES#_1,@ES#_1,Minutes,Short,Pending,,109,,2024-06-12 00:18:00-04:00,5387.5,0,,1.485,,,,,,Zigzag,3 - Minuette,108.64,,,1,10,5,Jul-90,General (Forex/Futures),90,ZigZag (ZZ),57.5,44.5,37.1,15.4,291,2024-06-11 22:29:00-04:00,5392,59,,3,2024-06-11 23:28:00-04:00,5385,,46,,1,0,5390,5390,,71,78,2024-06-12 00:14:00-04:00,5390,,5387.5,4,C,,1,35.7,50,12,39,,109,440,5385.95,1.04,,5382.89,3.1,,5382.92,3.08,,5380.205,4.91,,5377.52,6.72,,5366.76,13.97,,2024-06-11 17:33:00-04:00,2024-06-11 17:59:00-04:00,400,400,Impulse or Zigzag,3,ZigZag,90,1,15,15,Long and Short,0,0,1,,,,,,,,,1,0,..\Charts\_ES#_1 240612 04.18.06 091.4A2.bmp,..\Charts\_ES#_1 240612 04.18.06 091.4A2.bmp,,2024-06-12 00:18:00-04:00,2024-06-12 02:07:00-04:00,,,0,,,,,,,,,3,,,,ES,A1,,,,,IND,1,2024-06-12 00:18:00-04:00,,,2024-06-12 07:38:00-04:00,,,,,,,1m,|,0,,1,2224740,0
2228680,2024-06-12 00:54:00-04:00,@YM#_1,@YM#_1,Minutes,Short,Pending,,35,,2024-06-12 00:54:00-04:00,38829,0,,4.62,,,,,,Zigzag,2 - Subminuette,95.02,,,1,38,9,Jul-90,General (Forex/Futures),90,ZigZag (ZZ),67.1,42,39.4,13.7,361,2024-06-12 00:15:00-04:00,38843,14,,3,2024-06-12 00:29:00-04:00,38812,,24,Zigzag,5,0,38841,38841,,94,171,2024-06-12 00:53:00-04:00,38841,,38829,1,C,,1,38.7,41.4,3,13,,35,131,38817.51,2.49,,38815.7,2.88,,38776.9,11.28,,38796.295,7.08,,38776.89,11.28,,38738.08,19.68,,2024-06-11 17:41:00-04:00,2024-06-11 18:17:00-04:00,400,400,Impulse or Zigzag,3,ZigZag,90,1,15,15,Long and Short,0,0,1,,,,,,,,,1,0,..\Charts\_YM#_1 240612 04.54.07 095.0A2.bmp,..\Charts\_YM#_1 240612 04.54.07 095.0A2.bmp,,2024-06-12 00:54:00-04:00,2024-06-12 01:29:00-04:00,38840,38810,0,1,,,,2230342,,,,2,1,,,YM,A2,,-1157,6/12/2024 5:20,,IND,1,2024-06-12 00:54:00-04:00,,,2024-06-12 03:05:00-04:00,7/11/2024 6:51,,2024-07-11 02:51:00-04:00,,39986,1,1m,|,1,2024-06-12 01:24:00-04:00,0,0,
2228694,2024-06-12 00:56:00-04:00,@ES#_1,@ES#_1,Minutes,Short,Pending,,116,,2024-06-12 00:56:00-04:00,5388.75,0,,1.0725,,,,,,Zigzag,3 - Minuette,141.68,,,1,23,17,Jul-90,General (Forex/Futures),90,ZigZag (ZZ),58.6,47.5,33.2,16.6,253,2024-06-11 22:29:00-04:00,5392,41,,1,2024-06-11 23:10:00-04:00,5385,,103,Double 3,15,0,5390,5390,,71,251,2024-06-12 00:53:00-04:00,5390,,5388.75,3,C,,1,17.9,25,12,45,,116,385,5385.95,2.61,,5382.89,5.46,,5382.92,5.44,,5380.205,7.97,,5377.52,10.47,,5366.76,20.5,,2024-06-11 18:11:00-04:00,2024-06-11 18:11:00-04:00,400,400,Impulse or Zigzag,3,ZigZag,90,1,15,15,Long and Short,0,0,1,,,,,,,,,1,0,..\Charts\_ES#_1 240612 04.56.07 141.7A2.bmp,..\Charts\_ES#_1 240612 04.56.07 141.7A2.bmp,,2024-06-12 00:56:00-04:00,2024-06-12 02:52:00-04:00,,,0,,,,,,,,,3,,,,ES,A1,,,,,IND,1,2024-06-12 00:56:00-04:00,,,2024-06-12 07:21:00-04:00,,,,,,,1m,|,0,,1,2224740,0
2228714,2024-06-12 01:00:00-04:00,@ES#_15,@ES#_15,Minutes,Long,Pending,,45,,2024-06-12 01:00:00-04:00,5389.75,0,,3.2175,,,,,,Zigzag,4 - Minute,108.71,,,1,73,7,Jul-90,General (Forex/Futures),90,ZigZag (ZZ),66.2,44.5,44.6,15.4,358,2024-06-11 14:30:00-04:00,5380,32,,3,2024-06-11 22:30:00-04:00,5392,,9,Zigzag,3,1,5385.5,5385,,54,28,2024-06-12 00:45:00-04:00,5385.5,,5389.75,1,C,,1,35.4,65.4,8,18,,45,88,5390.83,0.34,,5396.24,2.02,,5396.25,2.02,,5401.655,3.7,,5407.07,5.38,,5418.84,9.04,,2024-06-05 17:15:00-04:00,2024-06-06 23:45:00-04:00,400,400,Impulse or Zigzag,3,ZigZag,90,1,15,15,Long and Short,0,0,1,,,,,,,,,1,0,..\Charts\_ES#_15 240612 04.55.08 108.7A2.bmp,..\Charts\_ES#_15 240612 04.55.08 108.7A2.bmp,,2024-06-12 00:55:00-04:00,2024-06-12 12:15:00-04:00,,,0,,,,,,,,,4,,,,ES,A4,,,,,IND,15,2024-06-12 00:58:00-04:00,,,2024-06-12 23:00:00-04:00,,,,,,,15m,|,1,2024-06-12 04:45:00-04:00,0,0,
2229880,2024-06-12 01:02:00-04:00,@ES#_1,@ES#_1,Minutes,Short,Pending,,135,,2024-06-12 01:02:00-04:00,5388,0,,1.32,,,,,,Zigzag,3 - Minuette,130.14,,,1,12,7,Jul-90,General (Forex/Futures),90,ZigZag (ZZ),58.6,47.5,33.2,16.6,247,2024-06-11 22:29:00-04:00,5392,59,,3,2024-06-11 23:28:00-04:00,5385,,85,Double 3,3,0,5390,5390,,71,144,2024-06-12 00:53:00-04:00,5390,,5388,9,C,,1,28.6,40,7,45,,135,550,5385.95,1.55,,5382.89,3.87,,5382.92,3.85,,5380.2,5.91,,5377.51,7.95,,5366.76,16.09,,2024-06-11 18:17:00-04:00,2024-06-11 18:17:00-04:00,400,400,Impulse or Zigzag,3,ZigZag,90,1,15,15,Long and Short,0,0,1,,,,,,,,,1,0,..\Charts\_ES#_1 240612 05.02.07 101.1A2.bmp,..\Charts\_ES#_1 240612 05.02.07 101.1A2.bmp,,2024-06-12 01:02:00-04:00,2024-06-12 03:17:00-04:00,,,0,,,,,,,,,3,,,,ES,A1,,,,,IND,1,2024-06-12 01:02:00-04:00,,,2024-06-12 10:12:00-04:00,,,,,,,1m,|,0,,1,2224740,0
2230207,2024-06-12 01:16:00-04:00,@ES#_1,@ES#_1,Minutes,Short,Pending,,87,,2024-06-12 01:16:00-04:00,5389.25,0,,0.9075,,,,,,Zigzag,3 - Minuette,132.57,,,1,30,28,Jul-90,General (Forex/Futures),90,ZigZag (ZZ),58.6,47.5,33.2,16.6,233,2024-06-11 22:29:00-04:00,5392,35,,1,2024-06-11 23:04:00-04:00,5385.5,,109,Double 3,25,0,5390,5390,,69,311,2024-06-12 00:53:00-04:00,5390,,5389.25,23,C,,2,11.5,16.7,-7,23,,87,308,5386.35,3.2,,5384.56,5.17,,5384.58,5.15,,5381.87,8.13,,5379.18,11.1,,5368.42,22.95,,2024-06-11 18:31:00-04:00,2024-06-11 22:08:00-04:00,400,400,Impulse or Zigzag,3,ZigZag,90,1,15,15,Long and Short,0,0,1,,,,,,,,,1,0,..\Charts\_ES#_1 240612 05.16.10 132.6A2.bmp,..\Charts\_ES#_1 240612 05.16.10 132.6A2.bmp,,2024-06-12 01:16:00-04:00,2024-06-12 02:43:00-04:00,,,0,,,,,,,,,3,,,,ES,A1,,,,,IND,1,2024-06-12 01:16:00-04:00,,,2024-06-12 06:24:00-04:00,,,,,,,1m,|,0,,1,2224740,0
