,respondentname,hmda_id,advertiser_name,advertiser_id,match_index,score
6081,CHAMPION MORTGAGE CORPORATION,766-0-66-0547802,Champion Mortgage Co,251.0,74.0,74.60299546447267
6082,"PRIME HOME MORTGAGE, INC.",76802-6802909997,Union Home Mortgage Co,1142.0,8295.0,73.92083022760167
6083,CONTINENTAL TRUST MORTGAGE,76804-6804309994,FIRST CONTINENTAL MORTGAGE LTD,395.0,1712.0,85.28545949658051
6084,INDYMAC MORTGAGE HOLDINGS INC.,77001-7001800005,IMPAC MORTGAGE HOLDINGS INC,616.0,861.0,77.8610394227529
6085,MONEYTREE LENDING,77006-7006300002,SUPREME LENDING,1004.0,11407.0,63.249283360024855
6086,"COLORADO BANKERS MORTGAGE, INC",77006-7006900008,SCME MORTGAGE BANKERS INC,985.0,825.0,55.21251840245029
6087,CASTLE MORTGAGE CORPORATION,77007-7007900004,CASTLE MORTGAGE,188.0,826.0,70.47679879057988
6088,BROOKSAMERICA MORTGAGE CORP.,77009-7009000009,American Mortgage,82.0,61.0,73.30904698197389
6089,HOWARD HANNA FINANCIAL SERV,77015-7015500006,UNION FINANCIAL SERVICES,1127.0,6461.0,51.16212685851097
6090,"FIRST MORTGAGE SERVICE, INC",77020-7020900006,MORTGAGE STORE,728.0,807.0,75.37888962264282
6091,"HOME FUNDING FINDERS, INC.",77022-7022100001,Homestead Funding Corp,600.0,906.0,59.812998834391315
6092,"SEACOAST EQUITIES, INC.",77023-7023300002,FIRST FINANCIAL EQUITIES INC,396.0,3597.0,57.434323273851106
6093,GOLDEN STATE MORTGAGE TRUST,77024-7024400007,FIRST TRUST MORTGAGE CORP,403.0,919.0,56.95072564206867
6094,DOVER MORTGAGE COMPANY,77026-7026800003,LEADER MORTGAGE INC,669.0,900.0,74.2722294137031
6095,WORLD WIDE CREDIT CORPORATION,77029-7029800005,WORLD WIDE FINANCIAL SERVICES INC,1191.0,886.0,54.20052437508512
6096,TITLE WESTMORTGAGE INC,77033-7033900007,CASTLE MORTGAGE,188.0,826.0,66.20082766202864
6097,"USA MONEY CENTER, INC.",77034-7034800009,Union Center National Bank,1139.0,44.0,62.06867726868139
6098,DOLLAR MORTGAGE CORPORATION,77042-7042100008,AMSTAR MORTGAGE INC,41.0,3645.0,53.21459858776603
6099,COMMONFUND MORTGAGE CORP.,77049-7049700008,COMMONFUND MORTGAGE CORP,203.0,827.0,100.0
6100,JERSEY MORTGAGE COMPANY,77053-7053700008,BEST MORTGAGE INC,119.0,843.0,72.06149900837568
6101,HOME TRUST COMPANY,77055-7055000004,Monroe Bank & Trust,786.0,191.0,66.70705106083524
6102,SIERRA PACIFIC MORTGAGE CO INC,77056-7056000000,Sierra Pacific Mortgage Co Inc,1027.0,828.0,100.0
6103,MID-SOUTH INVESTMENT CORP.,77057-7057800004,Home Loan Investment Bank,593.0,7922.0,60.39216205821714
6104,"PREFERRED FINANCIAL FUNDING, I",77059-7059200001,Merit Financial,760.0,2743.0,53.268999802634944
6105,"COMMUNITY MORTGAGE SERVICES, I",77060-7060700007,Community Bank & Trust,292.0,145.0,65.8547756199361
6106,BUDGET NATIONAL FINANCE COMPAN,77062-7062300004,Finance Of America Holdings Llc,422.0,13717.0,51.369134885704426
6107,AMERICAN FIDELITY MORTGAGE,77062-7062400007,AMERICAN FEDERAL MORTGAGE CORP,28.0,6521.0,83.00071241060212
6108,TURNER MORTGAGE COMPANY,77066-7066200000,SHELTER MORTGAGE CO,989.0,312.0,68.80182196998273
6109,CAROLINA MORTGAGE COMPANY,77066-7066500003,MARINA MORTGAGE CO,710.0,840.0,82.8009510618732
6110,DELTA FUNDING CORP,77069-7069000008,Delta Funding Corp,334.0,830.0,100.0
6111,EMI EQUITY MORTGAGE INC.,77069-7069200000,HOME EQUITY MORTGAGE CO,550.0,6559.0,80.89296866616918
6112,"INTERMOUNTAIN MORTGAGE CO., IN",77069-7069800005,INTERTRUST MORTGAGE LLC,618.0,1726.0,68.70874794405381
6113,M/I FINANCIAL CORP.,77071-7071000005,Merit Financial,760.0,2743.0,82.50606128959969
6114,NATIONWIDE HOME MORTGAGE COMPA,77071-7071400009,NATION ONE MORTGAGE CO INC,796.0,891.0,68.31932518811762
6115,INTER MOUNTAIN MORTGAGE,77072-7072400005,PARAMOUNT MORTGAGE CO,878.0,802.0,65.77176400230454
6116,"SEA BREEZE FINANCIAL SVCS, INC",77075-7075200002,GTE Financial,506.0,424.0,51.683476896004066
6117,UNIFIRST MORTGAGE CORPORATION,77079-7079100007,Generation Mortgage Co,512.0,9849.0,52.892547299153506
6118,MIDDLE TENNESSEE MORTGAGE,77079-7079500000,CENTENNIAL MORTGAGE INC,190.0,128.0,50.41707151917504
6119,AMERIFIRST FINANCIAL CORPORATI,77081-7081500008,Merit Financial,760.0,2743.0,56.327446822286284
6120,"GFI MORTGAGE BANKERS, INC.",77082-7082200001,SCME MORTGAGE BANKERS INC,985.0,825.0,76.63016872012474
6121,"COAST CITIES FINANCIAL, INC",77082-7082400003,Citizens Financial Group Inc,265.0,217.0,72.93671494488359
6122,ALLIANCE MORTGAGE BANKING CORP,77083-7083400004,ALLIANCE MORTGAGE BANKING CORP,24.0,894.0,100.0
6123,"AMERICAN BENEFIT MORTGAGE, INC",77086-7086400004,AMERICAN BENEFIT MORTGAGE INC,26.0,832.0,100.0
6124,"EAGLE HOME MORTGAGE, INC.",77087-7087500006,Eagle Home Mortgage,364.0,798.0,100.0
6125,UNITED CAPITAL MORTGAGE CORP,77088-7088000008,UNITED CAPITAL MORTGAGE CORP,1128.0,834.0,100.0
6126,CRESTLINE FUNDING CORPORATION,77092-7092200000,,,,
6127,BAYPORTE FINANCIAL,77096-7096900001,GTE Financial,506.0,424.0,64.19639928921976
6128,AMERITRUST MORTGAGE CORP,77099-7099000002,INTERTRUST MORTGAGE LLC,618.0,1726.0,79.97818253692812
6129,GROUP ONE MORTGAGE CORPORATION,77101-7101200003,Cornerstone Mortgage Co,308.0,847.0,59.20658382064023
6130,U.S. FINANCIAL MORTGAGE CORP.,77101-7101800009,MORTGAGE FINANCIAL INC,721.0,885.0,60.07901072500738
6131,"CHERRY CREEK MORTGAGE CO., INC",77107-7107500004,Cherry Creek Mortgage Co,257.0,835.0,100.0
6132,CUC MORTGAGE CORPORATION,77107-7107600005,First CA Mortgage Co,430.0,3698.0,57.92768738501739
6133,"MORTGAGE COUNSELING SERVICES,",77108-7108600001,MORTGAGE HOUSE INC,722.0,786.0,74.87070814976383
6134,"MONUMENT MORTGAGE, INC",77109-7109700009,Movement Mortgage Llc,791.0,12150.0,72.64302042047993
6135,AFC FIRST FINANCIAL CORP,77110-7110000002,First Financial Bank,444.0,3.0,76.43236058221807
6136,EVERGREEN MONEYSOURCE MORTGAGE,77110-7110800000,GREENTREE MORTGAGE CORP,505.0,879.0,66.0403762221152
6137,ADCO FINANCIAL MORTGAGE SERVIC,77113-7113200004,ACCREDITED MORTGAGE SERVICE,18.0,5526.0,61.660972506881976
6138,"DATA MORTGAGE INC,",77116-7116100002,First CA Mortgage Co,430.0,3698.0,77.95440312227521
6139,"ROGERS CMS, INC.",77116-7116700008,,,,
6140,"PACWEST SERVICES, INC.",77119-7119900009,East West Bancorp,366.0,317.0,55.290966812622244
6141,OLYMPIA MORTGAGE CORP. DBA O.M,77120-7120600007,COLUMBIA MORTGAGE LLC,202.0,4555.0,61.14578170641241
6142,"CENTERPOINTE FINANCIAL, INC.",77122-7122900009,Greenpoint Financial Corp,531.0,200.0,64.54373293380752
6143,M&M RESOURCES UNLIMITED INC.,77123-7123400009,Community Resource Federal Credit Union,296.0,3246.0,52.34503296144673
6144,WESTERN UNITED FINANCIAL,77125-7125500004,UNITED FINANCIAL MGT GROUP INC,1129.0,853.0,65.02722302880191
6145,"NEVADA MORTGAGE, INC.",77126-7126700006,1ST RATE MORTGAGE CORP,4.0,6561.0,66.67064727172196
6146,TEXAS AMERICAN MORTAGE,77127-7127700002,German American Bancorp,515.0,2078.0,70.07505513650668
6147,SERVICE MORTGAGE UNDERWRITERS,77127-7127800003,ACCREDITED MORTGAGE SERVICE,18.0,5526.0,59.337460582323445
6148,HOME OWNERS MORTGAGE EQUITY,77132-7132800009,HOME EQUITY MORTGAGE CO,550.0,6559.0,74.29924470486164
6149,TRI-STATE MORTGAGE COMPANY,77133-7133300001,1ST RATE MORTGAGE CORP,4.0,6561.0,79.57888370709308
6150,CONTINENTAL CAPITAL CORP.,77133-7133600004,FIRST CONTINENTAL MORTGAGE LTD,395.0,1712.0,66.83102326390538
6151,"THE MONEY SOURCE, INC.",77136-7136600003,Money Store,784.0,58.0,81.32167009217973
6152,"SIBCY CLINE MORTGAGE SERVICES,",77140-7140500002,SUNSHINE MORTGAGE CORP,1002.0,769.0,58.54307433292208
6153,VANDYK MORTGAGE CORPORATION,77140-7140600003,VanDyk Mortgage,1170.0,8294.0,69.21729977303487
6154,DEVERE CAPITAL CORPORATION,77142-7142200002,Capital Credit Union,230.0,610.0,52.32944678014345
6155,"GOLDEN EMPIRE MORTAGE, INC.",77143-7143200009,Golden Empire Mortgage Corp,520.0,837.0,74.01059947449453
6156,"INTERSTATE HOME LOAN CTR, INC",77145-7145700006,Interstate Home Loan Center Inc,636.0,838.0,93.38770631635175
6157,CONSUMER HOME MORTGAGE INC,77148-7148600004,CONSUMER FIRST MORTGAGE,210.0,7495.0,86.26234579285733
6158,CUSTOM MORTGAGE CORPORATION,77148-7148800006,Generation Mortgage Co,512.0,9849.0,51.24714005672231
6159,VILLA MORTGAGE INC.,77151-7151500007,First CA Mortgage Co,430.0,3698.0,64.39851446883013
6160,PLATINUM CAPITAL GROUP,77152-7152500000,PLATINUM CAPITAL GROUP INC,882.0,839.0,100.0
6161,"EVERGREEN MORTGAGE SERVICES, I",77152-7152700005,GREENTREE MORTGAGE CORP,505.0,879.0,71.74039452164884
6162,CARDINAL FINANCIAL COMPANY,77158-7158700003,Cardinal Financial Co LP,235.0,10558.0,92.18179486988414
6163,MARINA MORTGAGE COMPANY INC,77160-7160600008,MARINA MORTGAGE CO,710.0,840.0,100.0
6164,21ST CENTURY MORTGAGE,77162-7162800002,New Century Mortgage Corp,822.0,917.0,76.29572827544102
6165,"TRUST AMERICA MORTGAGE, INC",77162-7162900005,FIRST TRUST MORTGAGE CORP,403.0,919.0,74.96461506295037
6166,H&M MORTGAGE CORP.,77163-7163000003,First OH Mortgage Corp,454.0,865.0,78.4119303169043
6167,MAJESTIC MORTGAGE CORPORATION,77165-7165700002,MAJESTIC MORTGAGE CORP,709.0,841.0,73.28258744325633
6168,"MISSION MORTGAGE OF TEXAS, INC",77166-7166300005,Vinson Mortgage Group,1179.0,8280.0,62.686862857235695
6169,ROCKY MOUNTAIN MORTGAGE SPEC,77169-7169400005,ROCKY MTN MORTGAGE LTD,949.0,814.0,76.22086420569731
6170,TRADITIONAL BANKERS MORTGAGE C,77170-7170200004,WALL STREET MORTGAGE BANKERS LTD,1185.0,876.0,56.95395328278012
6171,COMCOR MORTGAGE CORPORATION,77176-7176600006,CONCORD MORTGAGE CO,207.0,869.0,66.52500722741244
6172,MERITAGE MORTGAGE CORPORATION,77177-7177000002,1ST HERITAGE MORTGAGE,2.0,5589.0,69.62338840959453
6173,"CHADWICK MORTGAGE, INC.",77177-7177900003,Champion Mortgage Co,251.0,74.0,72.74345683491885
6174,"BEST MORTGAGE, INC.",77181-7181200009,BEST MORTGAGE INC,119.0,843.0,100.0
6175,SHORE MORTGAGE,77184-7184500000,First OH Mortgage Corp,454.0,865.0,76.14253575311022
6176,THE MORTGAGE COMPANY OF MICHIG,77185-7185200004,MORTGAGEIT INC,731.0,791.0,63.1468768430168
6177,"ACCREDITED HOME LENDERS, INC.",77185-7185300006,ACCREDITED HOME LENDERS,17.0,846.0,100.0
6178,CORNERSTONE MORTGAGE CO.,77185-7185400006,Cornerstone Mortgage Co,308.0,847.0,100.0
6179,MUTUAL MORTGAGE CORPORATION,77185-7185700009,First CA Mortgage Co,430.0,3698.0,52.22707510910961
6180,CENTRAL PACIFIC MORTGAGE,77187-7187700001,AMERICAN PACIFIC MORTGAGE CORP,36.0,5680.0,77.05152447866205
6181,AMERICAN FINANCIAL MORTGAGE CO,77196-7196200009,AMERICAN FEDERAL MORTGAGE CORP,28.0,6521.0,77.32480923522415
6182,QUICKEN LOANS INC.,77197-7197000003,,,,
6183,"NETWORK MORTGAGE SERVICES, INC",77197-7197100004,NETWORK MORTGAGE INC,801.0,850.0,100.0
6184,"LENDERS ASSOCIATION, INC.",77199-7199500000,LENDERS DEPOT INC,671.0,5534.0,57.0354947094036
6185,"AMERICAN PRIORITY MORTGAGE,LLC",772-1-72-1459489,American Mortgage,82.0,61.0,71.13138952519229
6186,NEWWEST MORTGAGE COMPANY,77201-7201400009,NORTHWEST MORTGAGE INC,806.0,5677.0,77.1118543329342
6187,"HOMESTEAD USA, INC.",77203-7203300000,Homestead Mortgage,601.0,6649.0,68.53308193510038
6188,AMERIHOME MORTGAGE CORP.,77208-7208000003,AMERICAN HOME MORTGAGE CORP,32.0,899.0,86.64426020463853
6189,BIRMINGHAM BANCORP MORTGAGE CO,77218-7218600003,Kings Mortgage Services Inc,661.0,8261.0,65.80211372313514
6190,"FEDERAL MORTGAGE SERVICES, INC",77218-7218900006,Perl Mortgage Inc,916.0,11370.0,67.0451718713695
6191,FIRST GUARANTY FINANCIAL CORP,77223-7223000004,FIRST GUARANTY FINANCIAL CORP,397.0,851.0,100.0
6192,"IDEAL MORTGAGE BANKERS, LTD.",77223-7223200006,SCME MORTGAGE BANKERS INC,985.0,825.0,73.85228245977085
6193,COMMUNITY MORTGAGE CORPORATION,77229-7229000002,Community Credit Union,294.0,656.0,59.47540701362529
6194,"M.L.MOSKOWITZ AND CO., INC.",77230-7230000003,,,,
6195,HMC FUNDING,77230-7230100005,FIRST NATIONAL FUNDING CORP,399.0,884.0,68.23340647297721
6196,"MID AMERICA MORTGAGE, INC.",77232-7232000006,Mid America Mortgage Inc,768.0,808.0,100.0
6197,PINNACLE FINANCIAL CORPORATION,77233-7233200004,PNC Financial Services Group Inc,884.0,6.0,60.6472745699023
6198,FIRST COUNTYWIDE MORTGAGE CORP,77235-7235200007,CITYWIDE MORTGAGE CO,197.0,868.0,83.57739815223283
6199,"GREENCO FINANCIAL, INC.",77235-7235400009,Greenpoint Financial Corp,531.0,200.0,84.2225228013191
6200,AMERICAN SECURITY MORTGAGE,77236-7236400005,AMERICAN SECURITY MORTGAGE,38.0,852.0,100.0
6201,"LYONS MORTGAGE SERVICES, INC.",77242-7242000003,Kings Mortgage Services Inc,661.0,8261.0,70.14477573596047
6202,THE MORTGAGE CONSULTANTS GROUP,77244-7244900005,MORTGAGE CONSULTANTS INC,720.0,5639.0,100.0
6203,"ANCHOR MORTGAGE SERVICES, INC.",77245-7245000003,BNC Mortgage Inc,123.0,910.0,75.59985546957726
6204,SUMMIT MORTGAGE CORPORATION,77245-7245100004,SUMMIT MORTGAGE CORP,1001.0,880.0,71.12360833049283
6205,LAND/HOME FINANCIAL SERVICES,77245-7245500008,Homeside Financial Llc,599.0,13742.0,68.59010186424864
6206,BENEFIT FUNDING CORPORATON,77249-7249900007,,,,
6207,AMERICAN MORTGAGE EXPRESS FINA,77250-7250500004,AMERICAN MORTGAGE EXPRESS CORP,34.0,905.0,90.83342845231037
6208,UNITED FINANCIAL MORTGAGE CORP,77251-7251700002,UNITED FINANCIAL MGT GROUP INC,1129.0,853.0,85.64995628362287
6209,HOMEOWNERS ASSISTANCE CORP,77253-7253700005,Downey S&L Assn,349.0,390.0,50.549432590640095
6210,ACADEMY MORTAGE CORPORATION,77257-7257500009,Academy Mortgage Corp,47.0,855.0,62.18057439270335
6211,MEYER MORTGAGE CORPORATION,77258-7258600006,Generation Mortgage Co,512.0,9849.0,56.596972401128966
6212,JEFFERSON MORTGAGE SERVICES,77260-7260900006,Johnson Mortgage Co Llc,649.0,783.0,67.31524921257233
6213,"UNICOR FUNDING, INC.",77261-7261100005,FIRST NATIONAL FUNDING CORP,399.0,884.0,61.27063268061105
6214,"MORTGAGE MARKET, INC.",77261-7261400008,MORTGAGE MARKET INC,723.0,856.0,100.0
6215,LONDON FINANCIAL GROUP,77265-7265100003,UNION FINANCIAL SERVICES,1127.0,6461.0,77.70516314572032
6216,HOME LOAN CORPORATION,77271-7271100003,Home Loan Center,592.0,3641.0,64.09068355307794
6217,UNITED SECURITY FINANCIAL,77272-7272800006,United Shore Financial Services Llc,1151.0,844.0,80.39450549729536
6218,"PALADIN FINANCIAL, INC.",77279-7279100007,PNC Financial Services Group Inc,884.0,6.0,70.80604317926672
6219,NORTHSTAR MORTGAGE CORPORATION,77279-7279400007,NORTHEAST MORTGAGE INC,805.0,2643.0,66.07630426297169
6220,FIRST SAVINGS MORTGAGE CORP.,77280-7280100005,FIRST SAVINGS MORTGAGE CORP,402.0,857.0,100.0
6221,REAL ESTATE MORTGAGE CORP.,77281-7281500005,1ST RATE MORTGAGE CORP,4.0,6561.0,69.69264384405479
6222,HOME TOWN FUNDING,77283-7283300006,Hometown National Bank,604.0,77.0,58.864844476968436
6223,WESTAMERICA MORTGAGE COMPANY,77285-7285600001,American Mortgage,82.0,61.0,64.94349207567411
6224,PREMIER MORTGAGE CORPORATION,77286-7286400006,PREMIER MORTGAGE FUNDING INC,885.0,5568.0,72.76183504092356
6225,HAMPTON ROADS FUNDING CORPORAT,77286-7286600008,,,,
6226,"NEW MILLENIUM INVESTMENTS, INC",77287-7287200005,New Residential Investment Corp,826.0,8293.0,66.3573138844378
6227,MALONE MORTGAGE COMPANY,77287-7287300001,MILESTONE MORTGAGE INC,717.0,864.0,79.11186329574652
6228,REALTY MORTGAGE CORPORATION,77289-7289300004,1ST RATE MORTGAGE CORP,4.0,6561.0,58.273304525297974
6229,"ALLEN TATE MORTGAGE SERVICES,",77291-7291100002,1ST RATE MORTGAGE CORP,4.0,6561.0,67.99593492544984
6230,"COASTAL MORTGAGE SERVICES, INC",77292-7292600000,COASTAL MORTGAGE,200.0,859.0,100.0
6231,ORLANDO MORTGAGE COMPANY,77304-7304400001,HOMELAND MORTGAGE INC,555.0,3583.0,66.48231940437718
6232,NORTH SOUTH MORTGAGE CORP.,77306-7306100001,First OH Mortgage Corp,454.0,865.0,66.22929627269113
6233,HCL FINANCE INC.,77307-7307200009,HCL FINANCE,547.0,860.0,100.0
6234,BALTIMORE AMERICAN MORTGAGE,77307-7307600002,American Mortgage,82.0,61.0,73.76624075450165
6235,"FLICK MORTGAGE INVESTORS, IN",77315-7315800008,Gamco Investors Inc,508.0,897.0,52.19379479502223
6236,GOLDEN MORTGAGE CORPORATION,77320-7320400002,Golden Empire Mortgage Corp,520.0,837.0,63.704871908270846
6237,MICHIGAN GENERAL MORTGAGE CORP,77321-7321400009,Generation Mortgage Co,512.0,9849.0,65.1151623295523
6238,EXPRESS CAPITAL LENDING,77323-7323800008,YES CAPITAL FUNDING INC,1222.0,921.0,65.17144882841805
6239,OAKTREE FUNDING CORPORATION,77325-7325600006,,,,
6240,AMBECK MORTGAGE ASSOCIATES,77335-7335000009,CAMBRIDGE MORTGAGE CORP,187.0,870.0,72.79578634727231
6241,NATION'S STANDARD MORTGAGE COR,77339-7339400008,Nationstar Mortgage Llc,812.0,1804.0,77.34743427786226
6242,PENINSULA MTG BANKERS,77340-7340800002,SCME MORTGAGE BANKERS INC,985.0,825.0,50.5225534679258
6243,IMPAC FUNDING CORP,77343-7343000001,FIRST NATIONAL FUNDING CORP,399.0,884.0,60.622477117987486
6244,"PACIFIC STATES MORTGAGE, INC.",77343-7343000004,PACIFIC COAST MORTGAGE,875.0,2648.0,79.23265048872969
6245,CALIFORNIA CAPITAL,77345-7345100008,California Credit Union,220.0,605.0,67.16137284944504
6246,DOW GUARANTEE CORP,77348-7348400006,GUARANTEE MORTGAGE CORP,507.0,11424.0,52.22922508853234
6247,MORTGAGE INVESTORS GROUP,77354-7354100002,MORTGAGE STORE,728.0,807.0,69.3184037065445
6248,FLAGSHIP FINANCIAL SERVICES,77354-7354200000,IAB Financial Bank,614.0,205.0,66.01439864851287
6249,"ENCORE MORTGAGE SERVICES, INC.",77354-7354400002,CONCORD MORTGAGE CO,207.0,869.0,78.52004394475041
6250,FIRST CHOICE MORTGAGE CORP.,77361-7361100009,CHOICE MORTGAGE SERVICES INC,194.0,4670.0,100.0
6251,BROADVIEW MORTGAGE COMPANY,77362-7362200006,BROADVIEW MORTGAGE CO,128.0,862.0,100.0
6252,ENTERPRISE MORTGAGE CORPORATIO,77362-7362600000,ENTERPRISE MORTGAGE CO,359.0,863.0,78.31697510341384
6253,MILESTONE MORTGAGE CORPORATION,77364-7364500001,MILESTONE MORTGAGE INC,717.0,864.0,75.0726352977562
6254,PROFESSIONAL MORTGAGE SERVICES,77364-7364600002,Perl Mortgage Inc,916.0,11370.0,61.39686945513208
6255,"UNITED MORTGAGE INVESTORS, INC",77365-7365500008,INVESTORS TRUST MORTGAGE CORP,620.0,1728.0,58.88956479129611
6256,MORTGAGE MASTER SERVICE CORPOR,77367-7367500000,ACCREDITED MORTGAGE SERVICE,18.0,5526.0,58.78584246043411
6257,"FIRST TEXAN MORTGAGE GROUP, IN",77368-7368400006,1ST RATE MORTGAGE CORP,4.0,6561.0,64.16439618670108
6258,PROVIDENCE FINANCIAL CORP.,77372-7372800007,PNC Financial Services Group Inc,884.0,6.0,69.56680581344924
6259,VILLAGE MORTGAGE COMPANY,77373-7373900007,1ST RATE MORTGAGE CORP,4.0,6561.0,66.75054545907516
6260,"PRIME MORTGAGE USA, INC.",77385-7385000001,MORTGAGE USA,729.0,763.0,73.34603641353428
6261,MANN MORTGAGE,77386-7386000006,First CA Mortgage Co,430.0,3698.0,74.82718918453409
6262,RESIDENTIAL BANCORP,77389-7389000005,Presidential Bank,928.0,404.0,92.27444641923954
6263,CUNNINGHAM & COMPANY,77389-7389300008,FIRST NATIONAL FUNDING CORP,399.0,884.0,53.042400139037504
6264,PROFESSIONAL MORTGAGE BANKER'S,77395-7395000008,SCME MORTGAGE BANKERS INC,985.0,825.0,66.24545185401088
6265,SOUTHERN CRESCENT MORTGAGE & I,77398-7398800004,Southern Heritage Bank,1044.0,2116.0,64.45187833562697
6266,MVB MORTGAGE CORPORATION,77399-7399100004,First CA Mortgage Co,430.0,3698.0,54.014471895214186
6267,SWAN INVESTMENTS INTERNATIONAL,77401-7401600008,Home Loan Investment Bank,593.0,7922.0,64.44714400750345
6268,OCEAN WEST FUNDING,77404-7404800009,Summit Funding Inc,1072.0,9130.0,50.12232963181514
6269,FIRST OHIO MORTGAGE CORPORATIO,77406-7406000004,First OH Mortgage Corp,454.0,865.0,61.1368090411692
6270,"FOOTHILL FUNDING GROUP, INC",77407-7407100001,BLS FUNDING CORP,121.0,3655.0,57.27914918300878
6271,"OMEGA FINANCIAL SERVICES, INC.",77408-7408800004,GTE Financial,506.0,424.0,74.55028368969762
6272,COMMUNITY HOME MORTGAGE CORP.,77409-7409800000,FAMILY HOME MORTGAGE,388.0,858.0,74.03173437546805
6273,ALLSTATE FINANCIAL,77409-7409900001,Ally Financial Inc,66.0,766.0,74.37395164392086
6274,INTERCOASTAL MORTGAGE COMPANY,77416-7416700009,Intercoastal Mortgage Co,635.0,866.0,100.0
6275,CHATTANOOGA NEIGHBORHOOD ENTER,77418-7418500003,,,,
6276,HAMILTON MORTGAGE CORPORATION,77419-7419800009,Hamilton National Mortgage Co,564.0,3650.0,74.21724722005114
6277,"MOUNTAIN WEST FINANCIAL, INC",77426-7426000000,Golden West Financial Corp,521.0,411.0,73.08665900298243
6278,"RESOURCE LENDERS, INC.",77426-7426300003,Resource Lenders,964.0,11406.0,100.0
6279,LOANCITY.COM,77428-7428900001,LOANCITY.COM,673.0,867.0,100.0
6280,OAKMONT MORTGAGE COMPANY,77431-7431100008,First OH Mortgage Corp,454.0,865.0,68.39332604024294
6281,SFM MORTGAGE,77434-7434600001,RPM Mortgage Inc,950.0,8287.0,78.86840378219058
6282,CITYWIDE MORTGAGE COMPANY,77435-7435600008,CITYWIDE MORTGAGE CO,197.0,868.0,100.0
6283,FIRST MUTUAL CORPORATION,77438-7438500006,Mutual Security Credit Union,794.0,557.0,50.98425748995847
6284,AMERIFIRST FINANCIAL INC.,77443-7443500002,Merit Financial,760.0,2743.0,70.57190053919072
6285,"ORLANDO FINANCIAL CENTER, INC.",77446-7446500001,Financial Center Credit Union,423.0,594.0,59.85858203160417
6286,RIGHT MORTGAGE COMPANY,77446-7446600002,1ST RATE MORTGAGE CORP,4.0,6561.0,73.8158243745811
6287,AMERICAN WESTERN MORTGAGE,77448-7448300002,American Mortgage,82.0,61.0,78.71901745601943
6288,"LEGACY MORTGAGE COMPANY, INC.",77455-7455200000,LEGACY MORTGAGE,670.0,902.0,100.0
6289,MAJOR MORTGAGE CORPORATION,77457-7457100002,First CA Mortgage Co,430.0,3698.0,54.15475499346201
6290,BROADVIEW MORTGAGE CORPORATION,77459-7459700000,BROADVIEW MORTGAGE CO,128.0,862.0,74.50752912429616
6291,TRUST ONE MORTGAGE CORPORATION,77463-7463600006,FIRST TRUST MORTGAGE CORP,403.0,919.0,61.98292556358395
6292,EMC MORTGAGE CORPORATION,77464-7464900009,First CA Mortgage Co,430.0,3698.0,55.42145920124884
6293,CONCORD MORTGAGE COMPANY,77465-7465600054,CONCORD MORTGAGE CO,207.0,869.0,100.0
6294,BERKSHIRE MORTGAGE CORPORATION,77465-7465800004,Generation Mortgage Co,512.0,9849.0,57.29499398557555
6295,WESTERN STATES MORTGAGE,77466-7466800000,Western State Bank,1210.0,173.0,74.74048058792773
6296,COLORADO ONLINE MORTGAGE,77469-7469000002,Colorado Credit Union,282.0,550.0,61.65726257798089
6297,ALLIED MORTGAGE CORPORATION,77469-7469500007,Allied Mortgage Capital Corp,64.0,873.0,75.85634733210048
6298,ATLANTIC COAST MTG SERVICES,77471-7471200001,Atlantic Bay Mortgage Group Llc,106.0,9085.0,70.52866381909938
6299,"PENNINGTON MORTGAGE, INC.",77478-7478900002,Vinson Mortgage Group,1179.0,8280.0,69.28142475798373
6300,WAUSAU MORTGAGE CORPORATION,77479-7479600006,First CA Mortgage Co,430.0,3698.0,51.950882419293784
6301,CHAPEL MORTGAGE CORPORATION,77479-7479800008,First CA Mortgage Co,430.0,3698.0,54.39761151043635
6302,SELECT MORTGAGE CORP.,77480-7480600007,SELCO MORTGAGE CO LLC,988.0,653.0,86.42098432798363
6303,"MUTUAL OF NORTH AMERICA, INC.",77483-7483700007,MORTGAGE AMERICA INC,718.0,1834.0,55.44246149493953
6304,MONTANA MORTGAGE COMPANY,77485-7485100004,MARINA MORTGAGE CO,710.0,840.0,77.67918364793263
6305,CAMBRIDGE MORTGAGE CORPORATION,77487-7487300009,CAMBRIDGE MORTGAGE CORP,187.0,870.0,74.60566012553818
6306,"GENESIS MORTGAGE SERVICES, IN",77490-7490600005,Generation Mortgage Co,512.0,9849.0,70.01236081289093
6307,"DAVID MORTGAGE, INC.",77493-7493900007,Midland Mortgage Corp,776.0,811.0,73.69805988878802
6308,UTAH MORTGAGE LOAN CORPORATION,77498-7498400004,,,,
6309,"TAYLOR, BEAN & WHITAKER MORT",77499-7499100008,,,,
6310,CENTEX HOME EQUITY CORPORATION,775-2-75-2570083,HOME EQUITY MORTGAGE CO,550.0,6559.0,51.42274190535709
6311,COUNTRY PLACE MORTGAGE,775-2-75-2585326,CrossCountry Mortgage Llc,324.0,9087.0,64.42943902677736
6312,"WALLSTREET RESIDENTIAL GROUP,",775-2-75-2654359,Presidential Bank,928.0,404.0,57.653763475798115
6313,"BLUE STAR FINANCIAL, INC.",775-2-75-2683876,Merit Financial,760.0,2743.0,64.18320152826648
